Amygdala excitatory;Astrocyte;Bergmann glia;Cerebellar inhibitory;CGE interneuron;Choroid plexus;Committed oligodendrocyte precursor;Deep-layer corticothalamic and 6b;Deep-layer intratelencephalic;Deep-layer near-projecting;Eccentric medium spiny neuron;Ependymal;Fibroblast;Hippocampal CA1-3;Hippocampal CA4;Hippocampal dentate gyrus;LAMP5-LHX6 and Chandelier;Lower rhombic lip;Mammillary body;Medium spiny neuron;MGE interneuron;Microglia;Midbrain-derived inhibitory;Miscellaneous;Oligodendrocyte;Oligodendrocyte precursor;Splatter;Thalamic excitatory;Upper rhombic lip;Upper-layer intratelencephalic;Vascular
-3.612471e-02;-6.789484e-02;-6.207890e-02;-3.446857e-02;-6.703162e-02; 1.772967e-02; 6.042619e-04;-9.267411e-02;-8.341925e-02;-5.549280e-02;-1.562839e-02; 6.501085e-02; 2.605405e-02;-1.014388e-01;-3.473254e-02;-1.479118e-02; 6.954030e-02;-1.484854e-03; 1.045087e-01; 2.615045e-02;-2.992012e-02; 6.008692e-02;-7.794471e-02;-6.157062e-03;-1.095676e-02; 2.057729e-02;-1.268446e-02; 4.059913e-02;-2.038124e-02;-6.900594e-02; 8.717902e-02
-1.698696e-02;-1.427998e-02;-1.498596e-02;-1.116589e-02;-2.679172e-02;-1.065150e-01;-2.356487e-02;-5.102130e-02; 2.590739e-03;-4.857366e-02; 2.430248e-02; 3.933891e-03; 1.871851e-02;-7.156755e-02;-6.907787e-02;-7.914659e-02; 3.895284e-02; 1.230146e-02;-4.136800e-02; 5.682963e-03;-4.926333e-02;-7.033495e-02;-6.550954e-02;-1.651290e-02;-7.636669e-02;-8.870447e-02;-7.873907e-03; 2.341511e-02;-5.793218e-02;-2.341222e-02; 6.586510e-02
 1.231610e-02; 3.542178e-02; 5.523362e-02; 2.733738e-03;-5.669984e-03; 2.012636e-01;-7.201780e-04;-2.938260e-02;-3.938899e-02; 1.153194e-02;-2.536815e-02; 1.023058e-01; 9.153427e-02;-4.131460e-02;-6.437416e-02;-4.887533e-04;-2.842424e-03; 2.085510e-02;-2.887572e-02;-7.526567e-02;-2.793851e-03; 4.005893e-02; 3.246764e-02;-2.209038e-02; 6.125295e-02; 2.836809e-02;-5.607904e-03; 1.363726e-02; 9.325105e-02;-3.540924e-02; 9.006767e-02
 4.155344e-03;-4.432239e-02;-9.157757e-03; 1.813287e-02;-2.871625e-02;-3.863474e-04;-2.634326e-02;-3.973590e-02; 2.035747e-02;-4.306382e-02; 2.798118e-03;-2.257033e-02;-4.461419e-02; 2.759227e-02; 2.332152e-03; 5.663178e-03;-6.285715e-02; 4.126872e-02;-7.956130e-03;-1.798842e-02;-6.831213e-02;-5.723469e-02; 5.428143e-03;-1.015343e-02;-4.439568e-02;-2.791808e-02;-6.267305e-03;-3.752486e-03;-8.401555e-03;-3.957045e-02; 1.673656e-02
 7.571388e-02; 8.019252e-02; 1.697305e-01; 6.815856e-02; 1.212882e-01; 1.025026e-01; 1.738031e-02; 6.280717e-02; 4.342805e-02; 1.646268e-02; 3.816150e-02; 1.050443e-01; 9.967694e-03; 6.372352e-02; 8.748299e-02; 3.498972e-02; 1.260523e-01; 1.961124e-02; 3.304978e-02; 3.846697e-02; 1.559879e-01; 6.468072e-02; 1.307854e-02; 1.431432e-02;-3.614322e-02; 1.589467e-02; 1.459805e-02; 2.430186e-02; 1.055866e-02; 4.377802e-02; 1.501645e-02
-6.651832e-02; 8.744433e-02; 1.089356e-01;-8.424118e-03;-4.828430e-02; 1.055965e-02; 2.647728e-02;-4.332706e-02;-5.057829e-02;-5.970566e-02;-1.124216e-01; 9.290076e-02; 4.118182e-02;-8.387812e-03;-2.150562e-02;-6.637440e-02;-6.801818e-03;-1.152126e-01;-1.242892e-02;-5.115704e-02;-1.428747e-01; 1.560440e-02;-7.880394e-02;-4.411054e-03; 5.451864e-02; 5.545161e-02;-6.631165e-02;-5.071317e-02;-6.555351e-02;-4.773301e-02; 1.279577e-02
 7.992205e-03;-7.249291e-02;-4.433908e-02; 5.967213e-02;-2.512198e-02; 1.455090e-02;-4.665733e-02; 9.130666e-02; 7.556469e-02; 1.392150e-01; 8.809915e-02;-1.045968e-01;-1.182230e-01; 5.899845e-02; 6.391295e-02; 4.655695e-02; 5.832631e-02; 4.780100e-02; 2.876793e-02; 7.837918e-02; 1.050053e-01; 2.868212e-02; 6.994757e-02; 6.494133e-02;-1.804841e-02;-8.639004e-02; 7.365674e-02; 1.338177e-01;-4.679975e-02; 9.184455e-02;-6.206508e-02
 6.124744e-02;-5.314949e-02;-4.545945e-02; 2.709375e-02;-6.051361e-02; 1.724270e-02;-2.172110e-02; 4.946134e-02; 6.819810e-02;-1.970518e-03; 4.113192e-02; 2.284132e-02;-2.447039e-02; 6.410480e-02; 2.878890e-02; 5.323367e-02; 6.426675e-02; 9.149636e-03; 9.629680e-03;-2.967342e-02; 5.755360e-02;-1.106412e-02; 1.255829e-04; 8.285036e-03;-6.820526e-02; 1.307062e-02; 1.977148e-02; 5.705353e-02;-2.177876e-02; 7.787011e-02;-1.494964e-03
 3.412145e-02; 1.046849e-01;-1.046571e-02; 1.057873e-02; 1.443948e-02;-9.674768e-02;-2.481003e-03;-3.961328e-03;-7.687089e-02; 3.496332e-02; 1.339024e-01; 8.420987e-02;-5.865788e-02; 1.606555e-02; 2.475035e-02;-1.813288e-02; 6.289054e-03; 6.217650e-02;-2.603926e-03; 9.345488e-02; 1.638713e-01;-1.065761e-01; 1.987188e-01; 1.843167e-02; 4.347609e-02; 1.611274e-02; 9.022336e-02; 1.095568e-01; 4.941408e-02; 2.307010e-02;-2.666532e-02
 5.576147e-02; 6.104956e-02; 9.963533e-02; 9.669178e-02; 1.140291e-01; 5.383349e-02; 7.280552e-02; 5.601016e-02; 4.356363e-02; 1.771289e-01; 4.200520e-02; 1.053422e-01; 1.477062e-01; 3.355524e-02; 3.260343e-02; 2.673117e-02; 7.620495e-02; 7.264348e-02; 6.632004e-02; 6.072223e-02; 1.100332e-01; 2.252889e-01; 1.129111e-01; 8.852605e-02; 1.641138e-01; 2.087350e-03; 5.368955e-02; 8.093903e-02; 1.100204e-01; 5.722750e-02; 1.175390e-01
 2.413003e-02;-9.865998e-02;-1.501594e-01; 3.705449e-02;-7.433101e-02;-1.679785e-01;-1.572735e-03; 5.406114e-02; 5.098495e-02; 4.089168e-02; 4.210832e-02;-7.274235e-02;-9.538858e-02; 8.416460e-02; 5.570128e-02; 8.264155e-02; 2.431351e-02; 9.193653e-03;-3.105964e-02;-6.030829e-02; 7.344742e-02;-2.342457e-02;-1.799935e-02; 5.432722e-03;-7.403879e-03; 1.137933e-02; 3.501476e-02;-4.334536e-02;-2.516861e-02; 3.839417e-02;-5.247812e-02
 3.107720e-02;-8.569205e-02;-7.684716e-02;-1.606097e-02;-6.262096e-02; 1.485406e-01;-5.166020e-02; 2.593825e-02; 9.118804e-03;-5.763999e-03; 4.231830e-02;-2.009041e-02;-3.699124e-02; 1.230865e-01; 1.321276e-01; 9.755539e-02; 1.774311e-03; 9.891311e-02; 2.528205e-02;-7.236394e-02; 9.918725e-02; 1.255298e-01; 2.996940e-02; 4.813860e-02;-1.119019e-01;-9.917637e-02;-4.485799e-02;-6.120382e-03;-1.127286e-01; 2.156487e-02;-2.605813e-03
-1.395554e-02;-1.126375e-02; 3.603663e-02;-8.766706e-02;-8.168387e-02; 1.782616e-02;-7.199542e-02;-2.903506e-02; 1.743050e-02; 2.067468e-02;-6.717342e-02;-5.243077e-03;-3.712774e-02;-3.774861e-02; 1.159546e-02; 1.411893e-02;-2.898508e-02; 7.673162e-02;-4.994561e-03; 6.385593e-02;-2.082952e-02;-5.106839e-03;-6.474097e-02;-3.446755e-03;-1.942618e-02;-4.266160e-02;-6.206138e-03; 8.027431e-02;-3.355290e-02;-1.347899e-02;-1.833347e-02
 3.704236e-03; 2.715968e-02;-2.468938e-02;-1.742338e-02;-5.032765e-03; 4.465083e-02; 3.140672e-02;-1.489382e-02; 2.551972e-02;-6.556742e-02;-4.569307e-02; 2.568856e-01; 4.845205e-02;-3.714814e-02; 9.082683e-03;-1.862248e-02; 4.193213e-02;-2.927995e-03; 7.858075e-03;-1.037561e-02;-9.523516e-03; 9.576703e-02; 1.540495e-02; 1.038600e-02; 8.163581e-02;-1.337673e-02; 3.310369e-03; 1.186685e-03; 1.040137e-01; 3.092403e-02; 5.060309e-02
 3.827664e-02;-6.862092e-03; 1.785677e-02;-3.655482e-02;-7.290555e-02; 4.994352e-02; 2.357940e-02; 3.333565e-02; 5.405809e-02;-1.141448e-03;-3.480079e-02; 4.401655e-02; 8.195369e-02; 5.702793e-02;-4.618400e-02;-2.945512e-02; 3.219084e-02; 8.640415e-02;-1.763292e-02; 5.169930e-02; 6.645281e-02; 1.241500e-01; 8.476084e-02; 8.308501e-02; 4.217073e-02; 1.127371e-02; 8.119815e-02; 7.631721e-02; 7.243773e-03; 5.263602e-02; 1.013144e-01
 1.977388e-02;-6.273972e-03; 2.903413e-02;-1.802609e-03; 4.756544e-02; 8.924703e-02; 6.443179e-02;-4.828397e-06;-1.506448e-02;-1.644520e-02;-2.827310e-02; 6.722544e-02; 1.096720e-02;-3.450805e-03;-2.557726e-02; 3.085763e-02;-3.076182e-02;-1.562441e-02; 4.610257e-03; 7.658597e-02; 1.119023e-02;-1.792698e-02; 4.556870e-02; 4.024473e-03;-2.633540e-02; 3.809399e-03;-2.850104e-03; 7.120258e-02; 8.153716e-02; 3.099381e-02; 3.009530e-03
-6.051490e-03;-7.691276e-03;-3.753686e-02;-6.844478e-02;-3.689905e-02;-1.092511e-01;-2.239335e-02; 4.876509e-02; 5.193218e-02; 1.506040e-01;-2.894902e-02;-3.607438e-02;-1.489206e-02;-4.024769e-02;-4.102961e-02; 2.050694e-02;-4.145160e-02; 8.595224e-02; 5.367419e-02;-3.352978e-02; 2.708787e-02;-1.582969e-02;-6.552122e-02; 3.665547e-02;-4.921852e-02;-6.533077e-02; 5.428457e-03; 3.431312e-02;-2.087711e-02; 6.235402e-02;-6.882071e-02
-2.060610e-02; 2.756251e-02; 4.003310e-02; 1.781717e-02; 1.996077e-02;-2.700514e-02; 4.832886e-03;-2.413329e-02; 3.961228e-02; 5.404861e-02; 5.836628e-02; 8.558527e-02; 1.940577e-02;-2.040231e-02;-7.090423e-02;-2.566519e-02;-1.006004e-02; 1.247309e-01;-1.686465e-02; 4.425806e-02;-2.566171e-02; 5.572419e-02; 1.373138e-01; 2.096820e-02; 6.320288e-02; 4.399896e-03; 6.124016e-02;-9.394974e-03; 4.005549e-02; 3.406229e-02; 2.371304e-02
-2.062573e-05;-5.875685e-03; 1.674065e-03;-5.210161e-02;-2.502378e-02;-8.238878e-02;-5.809450e-03;-1.735858e-02;-6.435781e-02; 5.951261e-03;-9.729450e-02; 9.730328e-02;-2.498178e-02;-1.605442e-02;-2.848832e-02;-5.302498e-02;-1.119239e-01; 6.289096e-02;-1.145340e-02; 9.558872e-02;-5.488568e-02;-5.562431e-02;-8.087244e-02;-4.125737e-02;-3.375369e-02; 1.609831e-02; 8.853699e-02; 3.201842e-02;-6.063525e-02;-7.514428e-02;-5.920665e-02
-4.415744e-02; 6.920079e-03; 3.069309e-02;-1.317156e-02;-2.224346e-02;-1.291292e-01; 1.773595e-03;-2.955230e-02;-1.761078e-02;-7.964289e-02;-2.917204e-02; 4.214734e-03;-1.488702e-02;-7.921410e-02;-1.291762e-01;-1.161724e-01;-9.822298e-02; 2.662000e-03;-1.943026e-02;-6.554584e-02;-4.056281e-02; 7.564911e-02; 5.118269e-02;-3.346616e-02; 5.891729e-02; 3.351780e-02;-2.342274e-02; 3.670463e-02;-3.433600e-02;-3.493929e-03;-4.744219e-02
 3.865362e-02; 4.430286e-02;-2.671837e-02; 7.581292e-02; 7.615956e-02;-6.572858e-02;-4.322353e-02; 6.356366e-02; 1.423628e-01; 2.660204e-02; 7.213581e-02;-7.444279e-02; 3.477622e-02; 4.223550e-02; 2.788412e-02; 2.430628e-02; 7.762907e-02;-3.398423e-02; 7.227221e-02; 2.368122e-02; 5.546663e-02; 7.354335e-04; 3.801943e-02; 5.781765e-02;-2.083206e-02;-2.884173e-02; 5.878714e-02; 4.981218e-02; 1.757289e-02; 7.385989e-02; 3.544777e-02
 7.525960e-02;-6.938930e-02;-7.216065e-02;-5.882510e-02;-2.484664e-02;-1.002459e-01;-5.417325e-02; 8.196039e-02; 4.588612e-02;-8.312903e-03; 1.432274e-02;-3.145146e-02;-4.261620e-02; 9.279332e-02; 1.087454e-01; 1.161241e-01;-5.205496e-02; 1.090169e-02;-5.941818e-02;-7.191515e-02; 8.596438e-02; 4.353669e-02;-1.159552e-01; 4.281022e-02;-5.980622e-02;-5.981636e-02;-3.960463e-02;-8.875891e-02;-7.462114e-03; 6.836008e-02;-1.060016e-01
 1.928367e-02; 3.951941e-02;-5.173178e-02;-4.146679e-02;-4.298940e-02; 1.489381e-01;-2.342567e-02; 5.650785e-02; 1.812179e-02; 7.885364e-03; 2.433437e-02;-7.627520e-03; 1.943070e-01; 7.582160e-02; 9.365196e-02; 2.080670e-02; 3.058654e-02; 2.437969e-02; 1.544641e-02; 9.415940e-02; 4.172576e-02;-5.541749e-02;-4.494389e-02;-4.471154e-03;-3.129925e-02; 6.579064e-03;-9.293291e-03; 2.233744e-02;-2.320093e-02; 2.940730e-02; 4.060880e-02
-3.348900e-02;-3.630600e-02;-1.052656e-01; 4.876057e-02; 6.459348e-02; 1.595951e-01;-4.206889e-02;-2.560076e-04; 8.361287e-02;-7.815913e-02;-1.901781e-02; 4.688365e-02;-3.231289e-02;-1.960160e-02;-5.010240e-02; 2.016054e-02; 2.324172e-02;-6.400670e-02; 3.672030e-02; 4.089560e-02;-2.871603e-02;-1.490798e-02;-6.070177e-03;-4.232765e-02;-7.869731e-02;-4.981169e-02; 2.049805e-02;-2.556757e-02;-8.642204e-02; 4.505264e-02;-8.023903e-03
-1.099101e-01; 1.149772e-03; 3.794187e-03;-4.838816e-02;-2.421018e-02; 4.318396e-02;-3.987281e-02;-7.328315e-02;-3.250263e-02;-8.112649e-02;-3.281944e-02;-1.474711e-02; 4.950365e-02;-1.729129e-01;-1.661782e-01;-1.156816e-01;-5.803474e-02;-1.676606e-01;-4.485605e-02;-7.930822e-02;-1.222497e-01; 1.290913e-01;-2.784692e-03;-9.296911e-02; 3.549579e-02;-4.809208e-03;-9.100131e-02;-7.485675e-02;-1.985032e-02;-5.956200e-02; 4.804970e-02
 1.497375e-02;-2.045197e-02;-7.592443e-02;-7.624937e-02;-4.659110e-02;-2.746502e-02;-3.648975e-02;-8.879700e-03;-4.729285e-02;-3.386894e-02; 4.961292e-02;-7.761088e-02; 9.191520e-02;-3.051674e-02; 5.648652e-02;-2.075874e-02;-2.264414e-02; 3.347743e-02;-6.072089e-02;-6.806235e-02; 3.915338e-02; 1.102115e-01;-2.403954e-02; 1.169561e-02;-7.956275e-02; 3.372302e-02;-5.386922e-02;-6.440899e-02;-3.620529e-02;-3.871302e-02; 3.471823e-02
 4.973743e-02;-7.046858e-02;-1.801764e-02;-7.697121e-03; 3.799259e-02; 1.061362e-01; 8.166497e-03; 9.518742e-02; 7.523126e-02; 2.782484e-02; 4.736672e-02; 7.628947e-02; 4.933117e-02; 6.194983e-02; 4.234938e-02;-1.876123e-02; 2.331641e-02; 1.163698e-01; 3.167077e-02; 3.320633e-02; 1.947650e-02;-1.136852e-02; 4.617398e-02; 3.290417e-02; 1.778465e-02; 3.764233e-02; 3.392708e-02; 1.436587e-02; 1.322457e-01; 4.206922e-02; 5.907763e-02
-4.636732e-02; 6.334862e-04; 3.213930e-02;-7.959007e-02;-2.883364e-02; 1.547952e-01; 2.677488e-02; 1.222479e-02; 2.123015e-02;-6.664919e-02;-8.584443e-02; 4.595930e-02; 2.883550e-02;-5.531854e-02;-1.459332e-02;-9.254428e-02;-3.098793e-02;-7.378923e-02;-4.001157e-02;-3.082273e-02;-3.357940e-02; 2.497063e-02;-8.142679e-02;-2.775318e-03; 4.478267e-02;-1.581333e-02;-6.798842e-02;-1.215559e-02;-4.771957e-02;-5.844058e-02; 1.312413e-02
-4.439110e-02;-1.237782e-01;-9.443288e-02;-2.537090e-02; 7.680418e-02;-2.745657e-02;-1.014400e-01;-4.922820e-02;-1.226658e-02;-1.425180e-02; 4.771050e-03;-5.754432e-03;-7.843237e-02; 4.115939e-03;-1.901558e-02;-2.632629e-02;-4.104634e-02;-1.798434e-01;-1.955527e-02;-4.296851e-02; 4.738856e-03; 6.353989e-02;-8.361002e-02;-5.209644e-03;-1.004390e-01;-1.172284e-01;-3.687416e-02;-1.097114e-02; 6.245668e-02; 2.382491e-02;-7.071982e-02
-4.700415e-05;-1.894872e-02;-8.086690e-02;-6.942625e-03; 5.607913e-02; 1.774093e-01;-6.014757e-03;-3.205828e-02;-2.488842e-02;-1.569432e-02; 5.356890e-02; 1.903267e-02; 2.116883e-02;-2.324180e-02; 4.998572e-02;-1.000362e-02; 3.297028e-02; 7.853903e-03; 3.864381e-02; 6.048662e-02; 2.860733e-02; 7.601645e-02; 1.176786e-01;-5.300806e-02;-3.338283e-02; 1.578394e-02; 1.902344e-02; 7.986871e-03; 3.771275e-02;-1.853446e-03; 6.301494e-02
-4.599098e-02;-9.333411e-02;-1.793909e-02; 1.040544e-02; 7.551723e-03;-7.058617e-02;-5.507223e-02;-6.511438e-02;-5.354572e-02;-1.125001e-02;-3.733629e-02;-6.265555e-02;-4.638244e-02;-7.137068e-02;-4.604600e-02;-4.840375e-02; 2.952486e-03;-2.624757e-02;-3.604670e-02;-2.577541e-02;-7.730603e-03;-4.236070e-02;-1.796433e-02;-2.867733e-02;-5.344925e-02;-7.139238e-02;-6.523514e-02; 5.505824e-02; 2.397039e-02;-3.430860e-02;-5.043249e-02
 1.272849e-02; 2.085379e-03;-1.412435e-02;-7.144217e-02; 1.364610e-02; 1.681352e-01;-4.800008e-02; 8.018228e-02; 7.845032e-02; 6.136320e-03; 5.982877e-02;-2.543149e-02;-4.054842e-03; 1.085986e-01; 6.672216e-02;-3.609813e-02;-6.358298e-02;-1.216672e-01;-5.566584e-02;-3.659498e-02;-1.856743e-02; 9.049993e-03;-5.137766e-03; 4.127096e-02;-3.265741e-02;-5.127688e-02;-5.074091e-02;-9.359903e-02; 1.075014e-01; 1.112921e-01;-1.353069e-02
 3.410225e-02; 4.103400e-02; 4.302005e-02;-1.639160e-02;-3.544312e-02; 2.039080e-01; 4.549958e-02; 7.497345e-02; 1.081657e-01; 1.596529e-01;-2.460010e-02; 5.903788e-02; 5.371183e-03;-4.453320e-02;-3.446124e-02; 3.214946e-02;-2.060387e-02; 4.845133e-02; 5.843550e-02; 5.057677e-02;-1.068023e-02; 5.237542e-02; 6.480674e-02; 1.446933e-02; 2.495033e-02; 9.943917e-03;-1.390429e-02; 5.383209e-02; 9.672902e-03; 8.786496e-03;-1.912746e-02
-4.413516e-02; 1.582878e-02; 1.104541e-02;-2.596506e-02;-1.010948e-01; 2.571795e-02; 9.490464e-03;-2.921364e-02;-8.875916e-02;-8.105983e-02; 5.681697e-03; 9.171772e-02;-4.205700e-02; 1.177831e-02; 4.021813e-02; 2.930113e-02;-6.314403e-02; 3.310194e-02;-5.055541e-02; 7.777997e-03;-2.695019e-02; 3.154214e-03; 4.896701e-04;-3.494457e-02; 8.785187e-02;-2.708876e-02;-2.853427e-02;-8.136391e-02; 4.740944e-03;-1.242043e-01;-1.422313e-02
 6.420548e-02; 1.463598e-02; 1.416110e-02; 2.537193e-02; 8.147075e-02; 2.473969e-01; 2.176556e-02;-5.008764e-02; 2.091334e-02;-1.671321e-02; 1.445903e-02; 7.559599e-03; 1.311315e-02; 2.503807e-02;-1.060314e-03;-7.150253e-03; 2.333379e-02; 4.391522e-02; 2.427339e-03;-1.324737e-02; 2.380288e-02; 2.102009e-01; 4.191052e-02; 1.317493e-03;-4.000853e-02;-3.057448e-04; 1.944545e-02; 1.877737e-02; 8.575431e-02; 3.771313e-03; 2.646048e-02
-1.162755e-02;-5.180341e-02;-1.044926e-01;-5.243258e-02; 3.903680e-02;-6.209803e-02; 1.942624e-03; 6.639591e-02; 7.021892e-02; 1.283695e-02; 4.187179e-02;-9.344520e-02; 5.075019e-02;-1.203168e-01;-1.228386e-01;-1.100181e-01; 1.148277e-01;-7.551912e-03;-8.962046e-03;-4.613938e-02; 8.884510e-02; 7.811090e-02;-1.807505e-02; 2.874893e-02; 1.038512e-02;-3.252802e-02;-8.374909e-03; 3.374474e-02;-4.640008e-02; 3.605153e-03; 9.869886e-02
 3.087218e-02; 3.495076e-02;-5.797673e-02;-5.410892e-02;-6.852380e-02;-1.693272e-01;-4.753635e-02; 1.111930e-01; 1.435657e-01; 1.004367e-01;-2.680639e-02; 1.205454e-02;-1.368358e-01; 1.261085e-01; 5.756652e-02; 7.105380e-03;-7.207694e-03; 4.728546e-02; 2.848051e-02; 2.073750e-02;-3.909620e-02;-5.991563e-02; 2.111729e-02; 8.142275e-02;-1.501899e-01; 1.019659e-02; 1.358667e-03; 5.831585e-02;-5.992751e-02; 9.310123e-02;-1.141399e-01
-9.964329e-02; 1.545288e-02; 1.224846e-02; 6.169677e-02; 1.918486e-02;-2.298478e-01; 1.046121e-01;-7.142261e-02;-4.843297e-02;-5.919326e-02;-1.675383e-02;-7.325620e-02;-3.587502e-02;-7.200000e-02;-3.024283e-02;-9.311923e-02; 1.559746e-02; 3.577371e-02;-4.861499e-02;-2.889868e-02; 6.555121e-02;-3.580682e-02; 4.389629e-03;-6.389729e-02; 2.364649e-01; 5.806403e-02; 2.553184e-02; 4.696122e-02;-4.233791e-02;-5.710861e-02; 8.094882e-02
 6.685881e-03; 4.876793e-03; 1.888725e-03; 1.023220e-01; 6.108490e-02; 1.411463e-01; 1.166073e-01;-1.274029e-02;-1.841991e-02; 6.191251e-03; 1.008362e-01; 1.323620e-01; 1.484847e-01; 1.397817e-02; 3.821004e-02; 6.348745e-02; 7.103421e-02; 2.834571e-02; 2.434754e-02;-6.210400e-03; 7.790280e-03; 1.554602e-01; 2.108280e-02; 6.644918e-03; 1.370285e-01; 1.414076e-01; 3.665105e-02;-1.321614e-02;-2.667854e-02;-3.258056e-02; 2.882468e-02
 4.083895e-02; 2.833250e-02;-1.355533e-02;-7.524063e-02;-1.109511e-01; 3.357491e-02; 1.110730e-03;-3.921037e-02; 3.019427e-02; 6.638249e-02; 1.086496e-02; 8.024580e-02;-6.030831e-03; 1.099488e-02; 2.026828e-02;-8.182077e-02;-1.029482e-01;-3.296485e-02;-8.291340e-02;-9.010184e-02; 1.022751e-01; 1.441026e-01;-2.898239e-02; 6.277269e-02; 2.298041e-02; 6.531594e-03; 3.180778e-02;-1.315880e-01;-1.088456e-01; 6.286052e-03;-2.764070e-03
-1.040497e-02;-1.529701e-02; 3.153741e-03; 3.696432e-02;-1.177262e-01; 2.615035e-01;-7.067458e-02;-1.259828e-02;-5.123920e-02; 2.646588e-02;-3.557251e-02;-3.149444e-02;-4.381080e-02;-5.544595e-03; 4.091364e-02;-4.960005e-02;-1.141781e-02;-1.457861e-02;-5.424834e-02;-4.851623e-02; 1.140459e-01; 5.095673e-03;-1.473577e-01; 3.996621e-03;-8.516466e-02;-1.812983e-02;-5.134917e-03;-6.927640e-02;-1.297641e-02;-1.137272e-01; 2.813801e-02
 2.460481e-02;-5.249263e-02;-6.017897e-02;-2.154145e-02; 5.679125e-02; 1.601750e-02;-1.739517e-02;-5.627872e-03;-1.071341e-04; 2.043635e-02;-1.433848e-02;-5.645152e-02;-6.788601e-02; 3.410602e-02; 5.719001e-03;-3.298445e-03;-5.085133e-02; 6.582053e-02; 3.580466e-02;-1.348142e-04;-2.235078e-02; 8.291472e-03; 5.031775e-02; 1.616132e-02;-5.607463e-02; 2.200659e-02; 8.812097e-03; 1.204706e-01;-7.077875e-02; 8.978913e-03; 1.629342e-02
 5.453642e-03;-1.706569e-02;-1.685655e-02;-1.010550e-02;-4.397485e-03;-1.139972e-01;-8.138630e-03;-1.047088e-02; 4.214216e-02;-8.369712e-03; 6.690726e-03; 2.838985e-02;-1.265439e-02; 1.877888e-02;-3.663271e-03; 3.661571e-02; 7.678614e-03;-8.816504e-03;-2.209973e-02; 2.173719e-02; 1.474473e-02;-8.425610e-03; 4.661942e-02; 1.952688e-02;-5.043106e-02;-7.388818e-02; 5.275809e-02; 6.336338e-02; 3.576845e-03; 3.763914e-02;-4.105275e-02
-8.528160e-02; 4.521976e-02; 7.628050e-02; 1.371168e-02;-5.886830e-02; 2.459472e-02;-6.471335e-02;-8.698293e-02;-1.037077e-01;-7.982389e-02;-6.036377e-02;-1.155105e-03; 5.440861e-02;-4.685396e-02;-1.498272e-02; 8.165232e-03; 1.092967e-01; 5.500445e-02; 9.018741e-02;-3.484043e-02;-8.526560e-02; 3.860621e-02; 1.474456e-01;-2.850051e-02;-8.510970e-02; 2.570111e-03; 1.782757e-02; 6.513125e-02;-3.715752e-02;-1.314744e-01; 8.716291e-02
 4.286879e-03;-9.724770e-02;-1.236065e-01;-4.486043e-02;-8.842695e-02; 7.672360e-02;-2.189709e-02; 8.020062e-02; 2.521483e-02; 7.268675e-02; 5.313212e-02; 6.078422e-02;-2.935533e-02; 4.688668e-02;-3.849479e-04; 2.229282e-02;-8.977392e-02;-2.762181e-02; 3.634594e-03;-6.074264e-02;-6.689595e-03; 6.732173e-02;-2.000804e-02; 1.897973e-02;-5.732004e-02;-2.798614e-02; 8.478543e-02;-3.947259e-02; 1.067432e-02; 3.796216e-02; 1.213420e-02
 5.209135e-02; 1.912488e-01; 1.195511e-01; 1.551670e-02;-8.381520e-02;-1.019868e-01; 7.679776e-02; 8.596481e-02; 8.954202e-02; 6.199600e-02; 5.726220e-02; 2.878325e-02; 1.012367e-01; 3.038664e-02; 1.996448e-02; 2.977757e-02; 3.349251e-02;-4.503088e-02; 6.808744e-02; 1.002360e-02; 8.023052e-02; 1.227387e-01; 6.876882e-02; 1.263036e-01; 7.408145e-02; 1.766401e-01; 8.102765e-03;-1.068741e-02;-2.717733e-02; 1.095514e-01; 4.458641e-02
-1.254234e-02; 3.616779e-03;-5.689220e-02;-7.038964e-02;-5.898457e-02; 1.002448e-02;-5.469058e-02;-1.372025e-02; 1.347182e-02;-3.402885e-02;-6.721199e-02;-2.070569e-02; 7.065877e-03;-7.957521e-02; 9.019899e-03;-2.549346e-03;-8.971150e-02; 7.518243e-02;-4.079643e-02; 4.975665e-02;-1.268237e-02; 4.810178e-02; 9.205264e-02;-7.412626e-03;-2.167983e-02;-4.966789e-02; 1.228797e-02;-5.726386e-02;-3.533523e-02;-3.563625e-02; 8.120001e-02
-1.088673e-03; 2.100282e-02; 9.550146e-02; 3.741970e-02;-5.783072e-03;-3.968863e-02; 8.427891e-03; 4.374245e-02; 2.940830e-02; 1.142772e-02; 1.344910e-02;-4.327628e-02;-6.227944e-03;-3.481575e-02;-4.976790e-02; 4.520861e-03; 3.585949e-02;-3.337773e-02; 1.819447e-02; 6.241541e-02;-1.174109e-02;-2.073416e-02;-5.803022e-02;-3.234323e-02; 7.578630e-02;-6.592447e-02;-2.644491e-02;-7.988529e-02;-1.562511e-02; 6.546064e-03;-2.542283e-02
 1.254863e-03; 3.139567e-02;-3.541878e-02;-5.515160e-02;-4.913019e-02; 1.136124e-01;-3.537937e-02;-3.868871e-02; 6.559371e-02; 9.862935e-04; 4.123581e-02; 1.733403e-01; 5.892566e-02; 5.739899e-03; 5.659723e-02;-6.789420e-04;-8.985557e-02; 9.814422e-02;-6.563162e-02;-9.069004e-03; 2.671193e-02; 9.877604e-03;-5.375160e-03; 3.846840e-02;-2.555011e-02;-2.210958e-02; 4.187742e-02; 3.984966e-02;-8.678047e-03; 1.183422e-02; 3.045764e-02
