Astro;CA1-ProS;CA2-IG-FC;CA3;Car3;CR;CT SUB;DG;Endo;L2 IT ENTl;L2 IT ENTm;L2/3 IT CTX;L2/3 IT ENTl;L2/3 IT PPP;L2/3 IT RHP;L3 IT ENT;L4 RSP-ACA;L4/5 IT CTX;L5 IT CTX;L5 PPP;L5 PT CTX;L5/6 IT TPE-ENT;L5/6 NP CTX;L6 CT CTX;L6 IT CTX;L6 IT ENTl;L6b CTX;L6b/CT ENT;Lamp5;Micro-PVM;NP PPP;NP SUB;Oligo;Pvalb;SMC-Peri;Sncg;Sst;Sst Chodl;SUB-ProS;Vip;VLMC
-5.935016e-03; 1.297702e-01;-7.808187e-02; 9.322318e-03;-3.815685e-02; 5.279881e-03; 1.568065e-01;-2.356310e-02;-1.695236e-02;-2.998976e-03; 8.124486e-03; 2.970292e-02;-1.226435e-03; 6.870541e-04; 5.110239e-02; 1.017072e-02; 1.537309e-01; 6.901615e-02; 4.628141e-02;-3.701404e-02; 1.013981e-01; 7.337362e-02;-6.404917e-02; 5.316323e-05; 8.678934e-02; 1.017750e-01;-3.799116e-02;-2.222588e-02; 3.665288e-02; 1.606513e-02;-6.457790e-02;-3.923277e-02; 2.952999e-02;-1.407446e-02;-5.389468e-02; 5.962739e-02; 2.527288e-02; 4.574564e-02; 1.890404e-02;-3.876221e-02; 2.858899e-02
-1.508931e-01;-9.151905e-02;-7.965643e-02;-5.928342e-02; 4.194726e-02;-2.535629e-02;-9.663901e-02;-5.049198e-02;-1.029793e-01;-4.392039e-04;-5.941782e-02;-9.013620e-02;-7.258167e-02;-3.109119e-02;-2.761648e-02;-5.569776e-02;-3.068649e-02;-5.935095e-02;-2.901204e-02;-4.845371e-03;-7.646265e-03;-2.264576e-02;-5.273367e-02;-1.757965e-02;-4.166613e-02;-3.235413e-02;-7.494204e-03;-1.201298e-02;-1.078929e-02;-6.279916e-02;-2.224552e-02;-2.758366e-02;-7.678185e-02; 2.333655e-02;-8.288925e-02;-3.093724e-02; 2.381615e-02; 2.327060e-02; 5.878559e-02;-5.811598e-02; 1.278871e-02
-4.437988e-02;-4.252113e-02;-4.260024e-02;-1.790505e-02; 8.316752e-03;-2.158359e-02; 3.536393e-02;-6.672635e-02; 4.069053e-02;-1.678405e-02;-1.588842e-02;-3.707996e-02;-6.106105e-02;-1.903382e-02;-5.329416e-02;-3.735213e-02; 3.877424e-03;-2.874707e-02;-3.729358e-03;-3.745032e-02;-2.747858e-02;-2.754761e-02; 4.574271e-03;-1.406634e-02;-1.901138e-03;-5.015919e-02; 1.446663e-02;-4.728007e-02;-4.137390e-03;-6.458143e-02;-3.803268e-02; 1.855280e-02;-5.408057e-02; 1.585543e-02;-4.743634e-02;-5.350287e-02; 4.667848e-03; 3.891163e-02; 2.889528e-02;-8.641313e-02; 1.134312e-02
 1.102820e-01; 4.778157e-02; 5.238573e-02;-6.606600e-04;-4.423287e-02; 1.675002e-02; 4.347453e-02;-3.370593e-02; 6.807503e-03;-4.643949e-02; 9.173597e-04; 3.648522e-02;-1.575570e-02; 5.512646e-02;-1.628763e-02; 9.198640e-02; 3.482108e-02; 8.071938e-02; 2.687797e-02; 1.492022e-04;-2.229637e-02; 4.302133e-02; 4.244131e-02; 4.891708e-02; 4.433160e-02; 9.029267e-03;-1.885475e-02;-2.844748e-02;-1.962713e-02; 1.136120e-02; 1.539268e-02; 1.911602e-02; 9.304395e-03; 1.680733e-02; 1.157205e-01;-3.645844e-02;-5.059125e-02;-1.192256e-02;-3.811099e-02; 2.977662e-02;-2.128095e-02
-8.610128e-02;-7.128900e-02;-8.097769e-02; 2.637514e-02;-4.016022e-02;-4.505242e-02;-4.800189e-02;-6.313359e-02; 1.331630e-02; 4.220175e-02;-2.020083e-02;-4.087072e-02;-1.483507e-02;-6.584960e-02;-4.341555e-02;-7.529370e-02;-6.489098e-02;-5.767672e-02;-5.623601e-02;-6.194399e-02;-1.306456e-01;-1.374482e-02;-2.468694e-03;-3.230824e-02;-2.177129e-02;-4.474618e-02;-9.746731e-03;-6.339051e-02;-2.809238e-03;-8.057408e-02; 5.504328e-02; 3.768244e-02;-4.685394e-02;-3.957546e-02; 1.231742e-02;-3.064874e-02; 6.795901e-03;-5.207986e-02; 2.104941e-02;-3.250680e-02;-6.406878e-02
 9.276532e-02;-4.613110e-03;-6.651079e-02;-4.887543e-02;-1.130192e-01; 3.267647e-02; 1.439170e-02;-2.388647e-02;-4.111143e-02; 3.614518e-05;-7.251061e-04; 4.929708e-02;-1.290735e-02; 5.011994e-02; 3.167337e-02; 6.041298e-02; 2.059996e-02; 4.795620e-02; 5.846717e-02; 2.375008e-04;-6.258553e-02;-5.046113e-02;-6.089145e-02;-4.193864e-02;-3.480011e-02; 1.252118e-02; 3.122784e-02;-4.226601e-02;-2.972835e-02;-1.718844e-02;-2.427241e-02;-3.359486e-02; 4.797061e-02; 2.321363e-02;-5.910438e-02;-5.223646e-02; 2.595240e-03; 2.834041e-02;-7.998235e-02; 1.007760e-02; 5.759271e-02
 5.632574e-02; 1.049496e-01; 1.230024e-01; 1.029027e-01;-1.078651e-01; 3.577158e-02; 3.733770e-02; 5.569037e-02; 5.165341e-02;-3.816356e-02;-5.176287e-02; 1.219498e-01; 3.523113e-02; 7.673738e-02; 3.046014e-02; 7.792147e-02; 1.105524e-01; 1.367830e-01; 1.565810e-01; 6.053290e-02;-9.346827e-03; 8.969534e-02; 8.261354e-02; 6.580951e-02; 1.179859e-01; 4.567333e-02; 6.877631e-02; 4.830975e-02; 4.186454e-02;-1.696344e-02; 1.061630e-01; 7.130173e-02; 9.725484e-03;-3.440036e-02; 4.007987e-02; 7.334908e-02; 7.415805e-03; 4.135137e-03;-1.430996e-02; 1.197672e-01; 3.480867e-02
 6.978236e-02;-3.932506e-02;-7.727870e-03;-3.687675e-02; 1.808043e-02;-4.677752e-04;-5.074681e-02;-2.367695e-03; 5.843580e-02;-5.602272e-02; 1.254585e-02;-9.760152e-02;-4.959336e-02; 1.255207e-02; 9.180470e-03;-5.377724e-02; 6.925050e-02;-5.748756e-02;-5.345970e-02;-5.212237e-02;-6.677455e-02;-2.836569e-02; 1.170884e-01;-2.149343e-02;-7.340493e-02;-3.855971e-02;-3.816355e-02; 1.331915e-02;-9.797386e-02;-4.730983e-02; 5.308184e-02; 1.096501e-01;-3.206060e-02;-6.539295e-02;-3.151551e-03; 1.318945e-02;-2.161334e-02;-6.663193e-02;-2.008059e-02; 5.299991e-02;-6.890701e-02
-6.323037e-02; 3.215004e-02;-3.631994e-02; 4.908309e-02;-6.136461e-02;-3.935723e-03; 7.005642e-02; 3.206863e-02;-6.347337e-02;-5.828716e-02; 6.774917e-03;-4.636391e-03;-2.163730e-02;-3.517075e-03;-5.286785e-03;-2.720891e-02; 3.721719e-02; 1.795418e-02; 1.380200e-01;-7.408044e-02; 8.978112e-02; 1.155815e-01;-1.317882e-02; 9.136164e-02; 1.394838e-01; 2.046984e-02; 1.158194e-02;-2.181049e-02; 2.652824e-02;-4.443956e-02;-2.830142e-02;-2.912074e-02; 1.148882e-01; 8.619585e-02;-6.175392e-02;-2.805382e-02;-5.480494e-03; 7.780266e-02; 9.787557e-02;-3.217471e-02;-1.131173e-02
-7.303233e-02;-1.400312e-01;-9.169379e-02;-9.350277e-02;-1.289690e-01;-2.468667e-02; 3.894422e-02;-1.154167e-01;-4.225173e-02;-1.197887e-01;-5.133404e-02;-2.576818e-02;-6.198579e-02;-7.425689e-02;-6.161598e-02;-2.204127e-02;-4.373962e-02;-2.081322e-02;-2.536383e-02;-9.572234e-02;-3.066924e-02;-7.476586e-02;-5.283064e-02; 7.944048e-03;-1.890118e-02;-4.849314e-02; 4.962794e-03;-4.093274e-02;-7.523526e-02; 2.462137e-02; 3.263108e-03;-6.224740e-02;-7.414630e-02;-6.131096e-02;-1.256244e-01;-1.080124e-01;-6.077476e-02;-6.726615e-02;-4.280671e-02;-1.499851e-01;-7.139525e-02
-3.481088e-02;-7.248567e-02;-5.539097e-02;-5.982118e-04;-7.149384e-02;-6.149604e-02;-8.441449e-02;-1.334616e-04;-7.770661e-02;-2.675368e-02;-4.091496e-02;-6.281382e-02;-2.360283e-02;-4.151928e-02; 3.028227e-03;-4.751507e-02; 2.574314e-02;-4.775977e-02;-3.573523e-02;-1.133333e-01;-9.077224e-03;-9.570714e-03;-5.220320e-02;-4.169267e-02;-4.129678e-02;-3.675776e-02;-1.172246e-02;-2.183010e-02;-1.085197e-01;-5.230139e-02;-4.067440e-02;-8.373092e-02;-6.471726e-02;-1.882282e-02;-8.361340e-02;-7.877113e-02;-7.870667e-02;-2.354907e-02;-8.919544e-02; 3.976523e-02;-1.011190e-01
-4.926368e-02; 5.260220e-02; 1.000077e-01; 8.434334e-02;-6.919403e-02; 1.265600e-02; 4.328575e-02; 1.254885e-01;-6.102065e-02; 2.800308e-02; 1.421683e-02;-5.113385e-04; 1.696190e-02;-8.905466e-03; 4.299959e-02; 6.025548e-02; 5.316918e-03; 1.541081e-02; 1.216485e-02;-2.753084e-02; 1.594218e-02;-1.669090e-02; 3.390882e-02; 5.503796e-02; 8.947286e-03; 7.340211e-02; 4.610147e-02; 4.915634e-02;-1.490748e-02;-2.076918e-02; 1.751391e-02; 1.563196e-02; 1.544157e-02;-4.969587e-02;-9.006844e-02; 2.076826e-02; 1.257966e-02;-1.075091e-02;-3.983342e-02;-2.491665e-02;-6.460815e-03
-4.365847e-02;-2.466322e-02;-5.478739e-02;-4.822222e-02;-2.854862e-02;-1.714951e-02;-3.651219e-02; 1.686039e-02;-4.071192e-02;-6.260287e-02;-9.536675e-02;-2.236923e-02;-1.181874e-01;-3.465491e-02;-9.444590e-02;-1.036295e-01;-1.368222e-01;-1.000672e-01;-7.324360e-02;-5.247206e-02;-6.825436e-02;-9.655269e-02;-9.389112e-02;-1.080727e-01;-8.555136e-02;-8.992481e-02;-1.388547e-01;-7.956996e-02;-8.419103e-03;-1.072532e-02;-4.584402e-02;-6.441045e-02; 2.596154e-02; 1.564236e-02;-2.874155e-02;-7.720247e-02; 3.900614e-02;-2.387203e-02;-1.501642e-03;-5.954551e-02; 2.077246e-02
-2.412232e-02; 1.028001e-02;-6.500517e-02; 2.650259e-02; 2.024343e-03;-4.303748e-02;-1.102606e-02; 3.266853e-02;-4.054594e-02;-1.885216e-02;-1.614943e-03; 2.108753e-02;-3.193535e-02;-1.092474e-02; 3.012444e-02;-3.141116e-02;-1.813615e-02; 1.164355e-02; 1.871586e-02;-7.930780e-03;-1.325620e-02; 3.799668e-04;-4.418283e-02;-1.179164e-03;-3.648560e-03; 6.411189e-02;-3.599017e-02; 2.064391e-02;-7.187113e-02;-6.564096e-02;-1.475351e-02;-4.812184e-02;-2.064208e-02; 1.090231e-02; 1.168676e-02;-1.465843e-02;-5.905584e-02;-3.509153e-02;-8.256826e-02;-8.218588e-02;-6.347852e-02
-6.210421e-02; 9.324027e-03; 3.844085e-04; 3.150049e-02; 5.280514e-02;-3.499694e-02; 4.545551e-02; 1.764128e-02;-3.538371e-02; 3.157117e-02; 2.734285e-02; 1.911635e-02; 3.510568e-02;-2.874544e-02; 2.847968e-02;-9.308572e-03;-6.679368e-02;-6.005967e-02; 5.142746e-02;-4.677669e-04;-2.546628e-02; 3.731486e-02;-1.400171e-02;-1.379065e-02; 4.119119e-02; 2.453184e-02;-2.464887e-02; 1.168480e-02; 4.646912e-02; 2.172724e-04;-3.569024e-02; 3.292534e-02;-6.450569e-02; 1.024803e-01; 3.977505e-03;-8.857835e-03; 5.603499e-03;-5.717730e-03; 7.132577e-02; 4.920414e-02;-2.405507e-02
-3.711040e-02; 3.443040e-02; 6.532817e-02; 5.154394e-02; 1.930619e-02;-2.188037e-02; 3.411045e-02; 8.086103e-02; 9.992322e-02; 2.186411e-02;-2.906819e-02;-3.849654e-03;-5.059382e-02; 1.081701e-03; 2.013838e-03;-4.292416e-02;-4.827366e-02; 1.701097e-04;-2.547920e-02;-8.915787e-03;-5.791947e-02;-1.565245e-04; 1.299788e-02;-4.740450e-02; 1.332822e-02;-5.311450e-03;-6.320563e-03; 4.017502e-03;-5.296113e-02; 2.517128e-02; 3.081802e-02; 1.500942e-02;-9.505216e-03;-3.231497e-02;-8.918260e-02;-4.567732e-03; 1.513631e-02;-4.095845e-02;-8.390894e-03;-4.328949e-02;-3.382778e-02
 9.469588e-02; 9.400967e-02; 6.016815e-02; 4.389650e-02; 4.730869e-02; 4.219437e-02;-3.317813e-02; 6.546578e-02; 6.699092e-02; 2.980121e-03;-2.728997e-02; 5.681795e-02;-1.575918e-02;-8.797331e-03; 3.134830e-02;-5.996111e-02;-1.354443e-02; 2.295280e-02;-9.481538e-03; 1.297270e-02; 2.334889e-02;-2.422063e-02; 1.061657e-01; 4.063647e-02;-2.126857e-02;-3.528316e-02; 4.482284e-03; 4.376185e-02; 3.202403e-02; 1.249221e-01; 2.648857e-02; 8.050660e-02; 6.473885e-02;-3.280032e-02; 5.401136e-02; 5.777811e-02; 2.619619e-02; 7.904146e-02; 7.709328e-02; 3.267190e-02; 7.661824e-02
-5.430160e-02; 1.551351e-02;-4.226957e-03; 2.157858e-02; 6.656654e-02;-5.701621e-02; 7.310825e-02;-1.184326e-02; 4.600180e-03; 1.028688e-01;-1.893013e-02; 2.888164e-02; 3.793370e-02;-2.592716e-02;-1.937905e-02;-3.676886e-02; 4.833725e-02; 5.985007e-03; 4.886305e-02;-1.783939e-02;-1.177051e-02; 2.095940e-02;-2.311893e-02;-6.773464e-02;-4.311688e-02;-5.494998e-03;-1.960178e-04;-5.762453e-03;-2.181524e-02;-4.924352e-03;-5.521305e-02;-8.092934e-03;-5.861919e-04; 7.670677e-03; 1.012631e-01; 6.268627e-03; 7.975913e-03;-3.731498e-03; 3.979388e-03; 8.957216e-03;-2.686764e-02
 1.333205e-01;-1.592209e-02;-7.513186e-02;-7.059066e-02; 7.604430e-02;-8.967788e-02;-2.785505e-02;-7.149260e-02; 2.611799e-02; 3.620913e-03;-1.103372e-01;-6.821682e-02;-5.774121e-02;-2.246440e-02;-8.055891e-02;-1.247561e-01;-1.510336e-02;-5.550481e-02;-6.043700e-02;-4.346258e-02;-4.528926e-02; 4.153809e-04;-7.908625e-02; 2.862377e-02;-3.199956e-02;-7.924252e-02;-5.198771e-02;-8.080121e-02;-7.518088e-02;-3.840794e-02;-5.857824e-02;-4.709675e-02;-4.101308e-02; 2.619877e-02; 1.735306e-01;-1.017129e-02; 2.784551e-02;-8.533276e-02; 5.609621e-02; 5.964021e-02;-5.131619e-02
-2.912993e-02;-5.787500e-02;-7.533514e-02;-1.188270e-02; 1.349908e-02;-4.342887e-02;-5.494437e-02;-4.620061e-02;-1.826832e-02; 5.884981e-03; 3.468029e-03;-6.799424e-02;-7.759111e-02;-1.642033e-02;-1.338440e-02;-7.753655e-03; 1.734835e-02;-1.444443e-02;-2.279929e-02;-4.826781e-02;-7.581194e-02;-1.350826e-02; 3.503774e-02;-3.878063e-02;-3.982590e-02; 1.006679e-02;-4.893587e-02;-1.396399e-02;-1.218607e-02; 2.271047e-02;-5.624044e-02; 7.117581e-03;-4.397969e-02; 6.495079e-02;-1.069871e-01;-4.099740e-02; 1.456743e-04;-1.469447e-02; 3.635295e-02;-2.545943e-02;-4.368546e-02
 3.544773e-02;-6.605903e-02;-1.200395e-01;-2.583653e-02;-3.486346e-02;-4.656348e-03;-2.087404e-02;-8.292631e-02;-4.975776e-02;-5.176968e-02;-8.550823e-02;-4.569025e-02;-6.766117e-02;-6.584460e-02;-6.321509e-02;-3.996539e-02;-5.422204e-02;-6.452501e-02;-2.690648e-02;-6.572932e-02;-6.518278e-02;-3.263432e-02;-9.568370e-03;-2.242979e-02;-5.903391e-02;-4.917470e-02; 6.363266e-02;-1.083454e-02;-5.693466e-02;-3.256999e-02; 9.280639e-03;-1.611206e-02; 1.213047e-02;-1.486958e-01;-1.050500e-01;-7.999678e-02;-2.477487e-02;-7.705435e-02; 4.772195e-03; 4.237107e-02;-6.614108e-02
-5.867033e-02;-8.222850e-02;-7.787351e-02;-1.318306e-01;-6.124973e-02;-2.590253e-02; 3.246777e-02;-6.854017e-02;-1.083050e-01;-4.472428e-02; 5.113188e-03; 1.864372e-02; 1.912075e-02;-1.417584e-02;-6.800442e-02; 6.156526e-02; 6.369554e-02; 9.528077e-03;-4.211778e-03;-2.752742e-02;-6.652464e-03;-1.416960e-02; 1.285731e-02; 2.664335e-02;-1.435447e-02;-3.602030e-02; 5.692724e-02;-3.616004e-02;-3.039819e-02;-1.107293e-01; 3.480992e-03; 5.977821e-03;-3.727191e-02;-4.780581e-02;-1.040893e-01;-5.840030e-02; 3.632110e-02;-5.551576e-02;-3.247373e-02;-1.028848e-01;-9.471446e-03
-4.352616e-02; 6.930667e-02;-1.925314e-03;-2.636639e-03; 9.353398e-02;-4.762614e-02;-6.446701e-02; 1.101068e-01;-6.460957e-02; 2.240456e-02;-8.879103e-03;-9.167285e-03; 7.343258e-03; 1.741666e-02; 2.741117e-02; 8.289829e-02; 3.148483e-02;-1.881008e-02;-6.348540e-02;-1.226450e-02; 1.565497e-03;-2.208113e-02;-2.956490e-02;-7.923843e-02;-8.403288e-02;-2.186543e-02;-2.755376e-02;-5.214981e-02; 4.230081e-02; 1.432638e-01;-3.099278e-03;-5.853145e-02; 6.594949e-02;-2.246583e-02;-6.373299e-02; 2.553954e-02;-1.127692e-02; 2.472736e-02; 7.151120e-03; 1.688854e-02;-2.530964e-02
 2.289437e-02; 8.095339e-02; 6.218841e-02; 4.004978e-02;-4.000311e-02; 1.608345e-02;-6.677265e-02; 1.301864e-01;-5.435747e-02; 3.709290e-03; 1.811322e-02; 7.547502e-03; 9.197010e-03; 4.724294e-02; 2.496295e-02; 9.798637e-03;-3.130505e-02; 7.421675e-03;-5.288105e-02; 7.650158e-02;-7.795467e-03;-6.594696e-02; 6.187146e-02;-3.550109e-02;-8.088192e-02; 4.215634e-02; 1.588369e-02; 3.495697e-02;-1.554850e-02; 5.706239e-02;-1.099027e-02; 5.543470e-02; 1.277471e-02;-3.537557e-03; 2.453495e-02; 1.350737e-03; 5.024579e-02;-2.006150e-02;-8.136198e-02;-5.677342e-02;-1.256125e-02
 3.021375e-02; 7.022423e-03; 1.595688e-02;-3.809026e-02;-3.752475e-02; 4.755902e-02;-8.274475e-02;-5.439769e-02;-1.294511e-01; 3.668343e-02; 7.897508e-02; 6.391569e-03;-1.272936e-02; 4.573084e-02; 6.191056e-02;-3.571383e-02;-2.065513e-02; 6.173604e-03; 5.020868e-02; 4.103138e-02; 1.658336e-02; 3.855807e-02;-1.580277e-02; 3.161516e-02; 7.307545e-03; 4.268149e-02; 5.826679e-02; 4.511886e-02;-5.261338e-02;-7.542990e-02; 4.611082e-02; 3.092547e-03; 8.298476e-02;-1.747130e-02;-8.567845e-02; 8.613030e-02;-7.671426e-02;-3.055368e-03; 4.980922e-03;-7.860652e-02;-1.014108e-01
-8.747059e-02;-5.108182e-02; 2.492524e-02; 1.772610e-04;-2.925110e-02; 3.298440e-02;-5.094157e-02; 2.377351e-02;-1.024856e-01; 3.613181e-02; 1.886911e-02; 1.670789e-02;-4.895686e-02; 6.112099e-03;-5.441896e-02;-5.435353e-02;-4.602436e-03; 4.457882e-02; 2.403871e-02;-1.945172e-02; 1.306882e-02; 1.834123e-03; 3.048173e-02; 8.932684e-02; 2.674932e-02;-6.977651e-02; 1.394675e-02; 2.337025e-02;-1.531572e-02;-3.577675e-02; 1.250898e-02; 2.394556e-02;-1.701260e-02;-4.996915e-02;-1.082748e-01;-1.995754e-02;-2.552675e-02;-3.958873e-02;-8.944647e-02;-9.889527e-02; 4.544509e-02
-4.076451e-02;-5.353165e-02;-5.825849e-02;-9.900853e-02;-4.476732e-02;-4.659856e-02;-3.084968e-02;-4.675940e-02; 2.432204e-02; 2.423797e-02;-3.644326e-02;-1.596854e-02;-2.861926e-02;-1.333728e-02;-7.497631e-02;-4.848025e-03; 5.318543e-02; 2.851802e-03; 1.594963e-03; 2.032000e-02; 6.784176e-03;-6.173205e-02; 6.145044e-02; 2.917778e-02;-3.400353e-02;-4.732573e-02; 5.223610e-02;-3.536175e-02;-6.185254e-02;-9.158331e-02;-9.854359e-03; 9.846918e-03;-6.798335e-02;-3.126794e-02; 4.199753e-02;-6.100869e-05;-7.730795e-02; 1.764643e-02;-2.587180e-02;-5.107598e-02;-1.162602e-01
-6.142366e-02;-4.546040e-02;-8.526796e-02;-4.155194e-02;-8.860876e-02; 3.279393e-02; 5.584447e-02;-2.812692e-02;-4.407002e-02;-4.037119e-02; 3.354958e-02;-2.799689e-02;-2.022003e-02; 1.000477e-02; 1.532739e-01; 1.877422e-02;-2.594892e-02;-2.051050e-02;-2.875191e-02; 5.673597e-02; 1.056504e-02; 8.174267e-02; 2.008123e-02;-3.231430e-02; 1.224591e-02; 1.595113e-01; 4.355463e-02; 1.702836e-02; 1.012118e-01;-1.351671e-01; 4.041853e-02; 3.464125e-02;-8.615104e-02; 6.592508e-02;-9.378507e-02; 5.055911e-02; 1.627654e-01; 4.980547e-02; 5.512583e-02;-8.582254e-04; 1.275571e-01
-2.063041e-02; 3.713930e-02;-5.520588e-02;-1.863052e-02;-2.136965e-02; 4.569423e-02; 6.180082e-02;-5.593189e-03;-9.287080e-03;-2.890648e-02; 5.120103e-02; 2.319845e-02; 4.385699e-03; 4.933083e-02; 3.381272e-02;-2.074189e-03;-2.042653e-02;-1.740441e-02; 1.830709e-02; 6.964927e-02; 1.828494e-02; 2.528350e-02; 1.645708e-02; 6.899977e-03; 5.979503e-02; 7.475869e-02; 7.064942e-03; 6.208879e-02; 3.359783e-02; 1.345296e-01; 5.535690e-02; 2.826907e-02; 6.763939e-02;-1.858781e-02;-3.182211e-02; 1.531584e-02; 4.387612e-03;-2.150423e-02;-3.545356e-02;-1.774613e-05; 6.655081e-02
-8.051255e-02; 7.745339e-03;-2.533013e-02;-1.021246e-02;-8.138900e-02;-5.577550e-02;-2.202097e-02;-1.344501e-02;-8.320005e-02;-1.285223e-02;-6.181151e-02; 4.304260e-02;-3.166285e-02;-3.163909e-02;-1.982547e-02;-4.780668e-02;-1.915227e-03; 3.189757e-02;-3.703782e-02;-2.369441e-02;-6.892585e-02;-7.557129e-02;-8.498556e-02;-6.529641e-02;-8.030475e-03;-6.907555e-02;-1.175954e-01;-8.177460e-02;-2.483504e-02;-4.067363e-02;-6.784070e-02;-9.256050e-02;-9.231142e-02; 6.739194e-02;-4.874501e-02;-1.614196e-02;-1.893833e-02; 6.065898e-02; 6.895198e-02;-8.063250e-02; 1.536825e-02
-1.326076e-02;-1.181951e-02; 6.393699e-02; 5.433626e-02; 8.455263e-02;-3.303130e-02;-1.014664e-02; 4.337373e-02; 8.700331e-02; 2.639459e-02;-2.885302e-02;-7.933193e-03;-9.007430e-03;-8.384890e-02; 4.529748e-02;-8.503781e-02;-9.616794e-02;-2.167662e-02;-1.289470e-02;-8.049215e-02; 5.033955e-03; 4.186630e-02;-7.059327e-02;-3.246372e-02;-2.437934e-02; 5.408828e-03; 8.819858e-03;-4.951024e-02;-1.147729e-01; 8.874262e-02;-5.067058e-02;-5.391562e-03;-2.393861e-02;-1.109682e-01;-6.953600e-02;-2.087277e-02;-1.003634e-01;-6.526206e-02;-2.120838e-02;-9.944305e-02;-9.965759e-02
 3.713810e-02; 2.272846e-02; 4.684104e-02; 4.636088e-02; 5.497954e-02; 1.296676e-01; 7.965798e-02; 1.496778e-02; 6.497221e-02; 9.576092e-02; 1.223672e-01; 1.174070e-01; 9.537406e-02; 1.053689e-01; 8.562195e-02; 1.344439e-01; 1.266263e-01; 1.080511e-01; 9.594498e-02; 7.977592e-02; 1.182142e-01; 9.039494e-02; 8.564206e-02; 1.237152e-01; 1.133338e-01;-7.910434e-03; 1.634860e-01; 1.330811e-01; 4.800816e-02; 1.225185e-02; 1.139380e-01; 1.004817e-01; 7.782762e-02; 8.551437e-02; 3.315542e-02; 7.499821e-02; 7.883584e-02; 1.243542e-01; 7.423539e-02;-1.972316e-02; 5.278187e-02
-1.177534e-01;-1.894706e-02;-1.009799e-01;-5.958436e-02;-6.797869e-02;-2.394167e-02;-1.043299e-02;-1.585653e-01;-1.000022e-01;-2.504566e-02;-7.962221e-02; 5.326852e-03;-5.450864e-02;-2.585914e-02;-5.429874e-02;-5.396952e-02;-6.116652e-02;-3.419984e-02;-1.252575e-02;-1.178079e-02;-3.589340e-02;-7.207955e-02;-7.604519e-03;-2.928762e-02;-2.701647e-03;-5.937889e-02;-1.237515e-02;-6.270899e-02;-5.957191e-02;-9.476907e-02; 2.185864e-03;-1.389989e-02;-9.542205e-02;-1.002573e-01;-1.328322e-01; 1.866614e-02;-7.767081e-02;-4.544211e-02; 1.567246e-02;-1.628356e-01;-4.983648e-02
 2.691061e-02;-1.032722e-02; 3.502595e-02; 1.288767e-02; 3.865072e-02;-1.956986e-02;-1.097328e-02;-3.738880e-02; 7.201001e-02; 4.424375e-02; 2.421993e-02;-4.113578e-02;-6.598209e-03;-1.594774e-02; 3.435453e-03;-1.814244e-02; 4.844569e-02;-9.313014e-03; 1.664852e-03; 2.869492e-02; 1.675450e-02;-2.834099e-02; 6.169820e-02; 6.778050e-04;-6.383660e-02;-5.839076e-02; 1.460866e-02;-2.804078e-02;-6.404115e-03; 7.614334e-02; 4.639988e-02; 4.009642e-02;-4.196160e-02; 1.433401e-02;-3.798540e-02;-2.496587e-02; 3.215912e-02; 3.558013e-02; 8.725717e-02;-3.963075e-03;-8.178786e-03
 4.120489e-02;-7.431998e-02;-2.487809e-02;-6.322877e-02; 5.193695e-03;-1.552692e-02;-6.067610e-02;-1.002957e-01; 7.455706e-02;-8.801656e-03;-4.233031e-02; 4.476191e-04;-7.121978e-03;-3.407557e-02;-1.554670e-02;-6.061821e-02;-1.972306e-02; 5.207647e-02; 2.015025e-02;-3.184040e-02;-4.696847e-02;-1.640451e-02;-6.342748e-02;-4.882971e-03;-1.471585e-02;-2.657142e-02;-1.076603e-02;-3.937947e-02; 2.524545e-02;-4.132164e-02;-3.211515e-02; 3.641144e-03; 5.151025e-02; 4.113026e-02; 1.577734e-01;-7.217290e-02;-2.693734e-02;-2.010013e-02;-1.594492e-02; 1.061768e-01;-2.130164e-02
 1.757294e-02;-4.431395e-02;-7.245847e-02;-5.867566e-02;-6.588354e-02;-4.724025e-03; 3.488630e-02;-8.531926e-02;-4.239008e-03; 6.293100e-02; 1.709850e-04; 3.584652e-02;-1.182341e-02; 1.444210e-02;-4.220254e-02; 8.882115e-02; 1.674574e-01; 8.027771e-02; 6.423137e-02; 6.567916e-02; 7.645387e-03; 3.782358e-02; 4.558539e-02; 2.420698e-02; 1.716672e-02;-4.045867e-03; 8.782848e-02; 1.355802e-02;-1.957941e-02;-3.567143e-03; 2.324744e-02; 9.903112e-03; 2.711516e-02;-1.891550e-02;-7.889627e-02;-3.448278e-02; 2.249035e-02;-1.086238e-02;-4.263608e-02;-5.170031e-02;-1.195256e-02
 1.270402e-01; 9.151734e-02; 1.163636e-01; 2.139013e-02; 1.184000e-01; 5.372371e-02; 5.994931e-03; 1.015432e-01; 1.356629e-01; 5.518024e-02; 8.367164e-02; 9.789423e-03; 5.597359e-02; 5.919113e-02; 4.566667e-02; 8.134323e-02; 4.905745e-02; 4.337275e-02;-1.485621e-03; 5.937406e-02; 2.000017e-02;-1.109718e-02; 8.175828e-02; 2.165415e-02; 2.991671e-02; 3.270039e-02;-8.860025e-02; 6.516359e-02; 4.145882e-02; 1.334297e-01; 3.936475e-02; 4.026629e-02; 1.343118e-01; 9.485785e-02; 1.503566e-01; 3.600340e-02; 3.036944e-03; 9.357901e-02; 1.083170e-01; 1.741223e-01; 5.718778e-02
