"hgnc_symbol"	"h_entrez_id"	"mgi_symbol"	"mgi_accession_id"	"ensembl_gene_id"
"GYPE"	2996	"Gypa"	"MGI:95880"	"ENSG00000197465"
"GYS1"	2997	"Gys1"	"MGI:101805"	"ENSG00000104812"
"GYS2"	2998	"Gys2"	"MGI:2385254"	"ENSG00000111713"
"GZF1"	64412	"Gzf1"	"MGI:1921783"	"ENSG00000125812"
"GZMA"	3001	"Gzma"	"MGI:109266"	"ENSG00000145649"
"GZMB"	3002	"Gzmb"	"MGI:109267"	"ENSG00000100453"
"GZMB"	3002	"Gzmc"	"MGI:109256"	"ENSG00000100453"
"GZMB"	3002	"Gzmd"	"MGI:109255"	"ENSG00000100453"
"GZMB"	3002	"Gzme"	"MGI:109265"	"ENSG00000100453"
"GZMB"	3002	"Gzmf"	"MGI:109254"	"ENSG00000100453"
"GZMB"	3002	"Gzmg"	"MGI:109253"	"ENSG00000100453"
"GZMB"	3002	"Gzmn"	"MGI:2675494"	"ENSG00000100453"
"GZMH"	2999	"Gzmb"	"MGI:109267"	"ENSG00000100450"
"GZMH"	2999	"Gzmc"	"MGI:109256"	"ENSG00000100450"
"GZMH"	2999	"Gzmd"	"MGI:109255"	"ENSG00000100450"
"GZMH"	2999	"Gzme"	"MGI:109265"	"ENSG00000100450"
"GZMH"	2999	"Gzmf"	"MGI:109254"	"ENSG00000100450"
"GZMH"	2999	"Gzmg"	"MGI:109253"	"ENSG00000100450"
"GZMH"	2999	"Gzmn"	"MGI:2675494"	"ENSG00000100450"
"GZMK"	3003	"Gzmk"	"MGI:1298232"	"ENSG00000113088"
"GZMM"	3004	"Gzmm"	"MGI:99549"	"ENSG00000197540"
"H1-0"	3005	"H1f0"	"MGI:95893"	"ENSG00000189060"
"H1-1"	3024	"H1f1"	"MGI:1931523"	"ENSG00000124610"
"H1-10"	8971	"H1f10"	"MGI:2685307"	"ENSG00000184897"
"H1-2"	3006	"H1f2"	"MGI:1931526"	"ENSG00000187837"
"H1-3"	3007	"H1f3"	"MGI:107502"	"ENSG00000124575"
"H1-4"	3008	"H1f4"	"MGI:1931527"	"ENSG00000168298"
"H1-5"	3009	"H1f5"	"MGI:1861461"	"ENSG00000184357"
"H1-6"	3010	"H1f6"	"MGI:1888530"	"ENSG00000187475"
"H1-7"	341567	"H1f7"	"MGI:1917319"	"ENSG00000187166"
"H1-8"	132243	"H1f8"	"MGI:2176207"	"ENSG00000178804"
"H1-9P"	373861	"H1f9"	"MGI:2136691"	"ENSG00000188662"
"H2AB1"	474382	"H2ab1"	"MGI:3642445"	"ENSG00000274183"
"H2AB1"	474382	"H2ab2"	"MGI:3644980"	"ENSG00000274183"
"H2AB1"	474382	"H2ab3"	"MGI:3644875"	"ENSG00000274183"
"H2AB2"	474381	"H2ab1"	"MGI:3642445"	"ENSG00000277858"
"H2AB2"	474381	"H2ab2"	"MGI:3644980"	"ENSG00000277858"
"H2AB2"	474381	"H2ab3"	"MGI:3644875"	"ENSG00000277858"
"H2AB3"	83740	"H2ab1"	"MGI:3642445"	"ENSG00000277745"
"H2AB3"	83740	"H2ab2"	"MGI:3644980"	"ENSG00000277745"
"H2AB3"	83740	"H2ab3"	"MGI:3644875"	"ENSG00000277745"
"H2AC1"	221613	"H2ac1"	"MGI:2448285"	"ENSG00000164508"
"H2AC1"	221613	"H2ac15"	"MGI:2448297"	"ENSG00000164508"
"H2AC11"	8969	"H2ac11"	"MGI:2448293"	"ENSG00000196787"
"H2AC11"	8969	"H2ac13"	"MGI:2448457"	"ENSG00000196787"
"H2AC11"	8969	"H2ac22"	"MGI:2448300"	"ENSG00000196787"
"H2AC11"	8969	"H2ac23"	"MGI:2448302"	"ENSG00000196787"
"H2AC11"	8969	"H2ac24"	"MGI:3710573"	"ENSG00000196787"
"H2AC11"	8969	"H2ac4"	"MGI:2448306"	"ENSG00000196787"
"H2AC11"	8969	"H2ac6"	"MGI:2448287"	"ENSG00000196787"
"H2AC11"	8969	"H2ac7"	"MGI:2448289"	"ENSG00000196787"
"H2AC11"	8969	"H2ac8"	"MGI:2448290"	"ENSG00000196787"
"H2AC12"	85235	"H2ac12"	"MGI:2448295"	"ENSG00000274997"
"H2AC14"	8331	"H2ac10"	"MGI:2448309"	"ENSG00000276368"
"H2AC15"	8330	"H2ac11"	"MGI:2448293"	"ENSG00000275221"
"H2AC15"	8330	"H2ac13"	"MGI:2448457"	"ENSG00000275221"
"H2AC15"	8330	"H2ac22"	"MGI:2448300"	"ENSG00000275221"
"H2AC15"	8330	"H2ac23"	"MGI:2448302"	"ENSG00000275221"
"H2AC15"	8330	"H2ac24"	"MGI:3710573"	"ENSG00000275221"
"H2AC15"	8330	"H2ac4"	"MGI:2448306"	"ENSG00000275221"
"H2AC15"	8330	"H2ac6"	"MGI:2448287"	"ENSG00000275221"
"H2AC15"	8330	"H2ac7"	"MGI:2448289"	"ENSG00000275221"
"H2AC15"	8330	"H2ac8"	"MGI:2448290"	"ENSG00000275221"
"H2AC16"	8332	"H2ac11"	"MGI:2448293"	"ENSG00000276903"
"H2AC16"	8332	"H2ac13"	"MGI:2448457"	"ENSG00000276903"
"H2AC16"	8332	"H2ac22"	"MGI:2448300"	"ENSG00000276903"
"H2AC16"	8332	"H2ac23"	"MGI:2448302"	"ENSG00000276903"
"H2AC16"	8332	"H2ac24"	"MGI:3710573"	"ENSG00000276903"
"H2AC16"	8332	"H2ac4"	"MGI:2448306"	"ENSG00000276903"
"H2AC16"	8332	"H2ac6"	"MGI:2448287"	"ENSG00000276903"
"H2AC16"	8332	"H2ac7"	"MGI:2448289"	"ENSG00000276903"
"H2AC16"	8332	"H2ac8"	"MGI:2448290"	"ENSG00000276903"
"H2AC17"	8336	"H2ac11"	"MGI:2448293"	"ENSG00000278677"
"H2AC17"	8336	"H2ac13"	"MGI:2448457"	"ENSG00000278677"
"H2AC17"	8336	"H2ac22"	"MGI:2448300"	"ENSG00000278677"
"H2AC17"	8336	"H2ac23"	"MGI:2448302"	"ENSG00000278677"
"H2AC17"	8336	"H2ac24"	"MGI:3710573"	"ENSG00000278677"
"H2AC17"	8336	"H2ac4"	"MGI:2448306"	"ENSG00000278677"
"H2AC17"	8336	"H2ac6"	"MGI:2448287"	"ENSG00000278677"
"H2AC17"	8336	"H2ac7"	"MGI:2448289"	"ENSG00000278677"
"H2AC17"	8336	"H2ac8"	"MGI:2448290"	"ENSG00000278677"
"H2AC18"	8337	"H2ac18"	"MGI:96097"	"ENSG00000288825"
"H2AC18"	8337	"H2ac19"	"MGI:2448283"	"ENSG00000288825"
"H2AC19"	723790	"H2ac18"	"MGI:96097"	"ENSG00000288859"
"H2AC19"	723790	"H2ac19"	"MGI:2448283"	"ENSG00000288859"
"H2AC20"	8338	"H2ac20"	"MGI:2448316"	"ENSG00000184260"
"H2AC21"	317772	"H2ac21"	"MGI:2448314"	"ENSG00000184270"
"H2AC25"	92815	"H2ac25"	"MGI:2448458"	"ENSG00000284841"
"H2AC25"	92815	"H2ac25"	"MGI:2448458"	"ENSG00000181218"
"H2AC4"	8335	"H2ac11"	"MGI:2448293"	"ENSG00000278463"
"H2AC4"	8335	"H2ac13"	"MGI:2448457"	"ENSG00000278463"
"H2AC4"	8335	"H2ac22"	"MGI:2448300"	"ENSG00000278463"
"H2AC4"	8335	"H2ac23"	"MGI:2448302"	"ENSG00000278463"
"H2AC4"	8335	"H2ac24"	"MGI:3710573"	"ENSG00000278463"
"H2AC4"	8335	"H2ac4"	"MGI:2448306"	"ENSG00000278463"
"H2AC4"	8335	"H2ac6"	"MGI:2448287"	"ENSG00000278463"
"H2AC4"	8335	"H2ac7"	"MGI:2448289"	"ENSG00000278463"
"H2AC4"	8335	"H2ac8"	"MGI:2448290"	"ENSG00000278463"
"H2AC6"	8334	"H2ac11"	"MGI:2448293"	"ENSG00000180573"
"H2AC6"	8334	"H2ac13"	"MGI:2448457"	"ENSG00000180573"
"H2AC6"	8334	"H2ac22"	"MGI:2448300"	"ENSG00000180573"
"H2AC6"	8334	"H2ac23"	"MGI:2448302"	"ENSG00000180573"
"H2AC6"	8334	"H2ac24"	"MGI:3710573"	"ENSG00000180573"
"H2AC6"	8334	"H2ac4"	"MGI:2448306"	"ENSG00000180573"
"H2AC6"	8334	"H2ac6"	"MGI:2448287"	"ENSG00000180573"
"H2AC6"	8334	"H2ac7"	"MGI:2448289"	"ENSG00000180573"
"H2AC6"	8334	"H2ac8"	"MGI:2448290"	"ENSG00000180573"
"H2AC7"	3013	"H2ac11"	"MGI:2448293"	"ENSG00000196866"
"H2AC7"	3013	"H2ac13"	"MGI:2448457"	"ENSG00000196866"
"H2AC7"	3013	"H2ac22"	"MGI:2448300"	"ENSG00000196866"
"H2AC7"	3013	"H2ac23"	"MGI:2448302"	"ENSG00000196866"
"H2AC7"	3013	"H2ac24"	"MGI:3710573"	"ENSG00000196866"
"H2AC7"	3013	"H2ac4"	"MGI:2448306"	"ENSG00000196866"
"H2AC7"	3013	"H2ac6"	"MGI:2448287"	"ENSG00000196866"
"H2AC7"	3013	"H2ac7"	"MGI:2448289"	"ENSG00000196866"
"H2AC7"	3013	"H2ac8"	"MGI:2448290"	"ENSG00000196866"
"H2AC8"	3012	"H2ac11"	"MGI:2448293"	"ENSG00000277075"
"H2AC8"	3012	"H2ac13"	"MGI:2448457"	"ENSG00000277075"
"H2AC8"	3012	"H2ac22"	"MGI:2448300"	"ENSG00000277075"
"H2AC8"	3012	"H2ac23"	"MGI:2448302"	"ENSG00000277075"
"H2AC8"	3012	"H2ac24"	"MGI:3710573"	"ENSG00000277075"
"H2AC8"	3012	"H2ac4"	"MGI:2448306"	"ENSG00000277075"
"H2AC8"	3012	"H2ac6"	"MGI:2448287"	"ENSG00000277075"
"H2AC8"	3012	"H2ac7"	"MGI:2448289"	"ENSG00000277075"
"H2AC8"	3012	"H2ac8"	"MGI:2448290"	"ENSG00000277075"
"H2AJ"	55766	"H2aj"	"MGI:3606192"	"ENSG00000246705"
"H2AL3"	115482686	"H2al1a"	"MGI:3714114"	"ENSG00000229674"
"H2AL3"	115482686	"H2al1b"	"MGI:3650131"	"ENSG00000229674"
"H2AL3"	115482686	"H2al1c"	"MGI:3711280"	"ENSG00000229674"
"H2AL3"	115482686	"H2al1d"	"MGI:3710419"	"ENSG00000229674"
"H2AL3"	115482686	"H2al1e"	"MGI:3649617"	"ENSG00000229674"
"H2AL3"	115482686	"H2al1f"	"MGI:3649874"	"ENSG00000229674"
"H2AL3"	115482686	"H2al1g"	"MGI:3710577"	"ENSG00000229674"
"H2AL3"	115482686	"H2al1h"	"MGI:3711282"	"ENSG00000229674"
"H2AL3"	115482686	"H2al1i"	"MGI:3710416"	"ENSG00000229674"
"H2AL3"	115482686	"H2al1j"	"MGI:3643273"	"ENSG00000229674"
"H2AL3"	115482686	"H2al1k"	"MGI:3710586"	"ENSG00000229674"
"H2AL3"	115482686	"H2al1m"	"MGI:1923633"	"ENSG00000229674"
"H2AL3"	115482686	"H2al1n"	"MGI:3643774"	"ENSG00000229674"
"H2AL3"	115482686	"H2al1o"	"MGI:3643069"	"ENSG00000229674"
"H2AL3"	115482686	"H2al2a"	"MGI:1915481"	"ENSG00000229674"
"H2AL3"	115482686	"H2al2b"	"MGI:3710623"	"ENSG00000229674"
"H2AL3"	115482686	"H2al2c"	"MGI:3779546"	"ENSG00000229674"
"H2AP"	25763	"H2ap"	"MGI:1914584"	"ENSG00000187516"
"H2AX"	3014	"H2ax"	"MGI:102688"	"ENSG00000188486"
"H2AZ1"	3015	"H2az1"	"MGI:1888388"	"ENSG00000164032"
"H2AZ2"	94239	"H2az2"	"MGI:1924855"	"ENSG00000105968"
"H2BC1"	255626	"H2bc1"	"MGI:2448375"	"ENSG00000146047"
"H2BC10"	8346	"H2bc11"	"MGI:2448388"	"ENSG00000278588"
"H2BC10"	8346	"H2bc13"	"MGI:2448403"	"ENSG00000278588"
"H2BC10"	8346	"H2bc14"	"MGI:2448404"	"ENSG00000278588"
"H2BC10"	8346	"H2bc15"	"MGI:2448407"	"ENSG00000278588"
"H2BC10"	8346	"H2bc23"	"MGI:3702051"	"ENSG00000278588"
"H2BC10"	8346	"H2bc24"	"MGI:3710645"	"ENSG00000278588"
"H2BC10"	8346	"H2bc27"	"MGI:1925553"	"ENSG00000278588"
"H2BC10"	8346	"H2bc3"	"MGI:2448377"	"ENSG00000278588"
"H2BC10"	8346	"H2bc4"	"MGI:1915274"	"ENSG00000278588"
"H2BC10"	8346	"H2bc6"	"MGI:2448380"	"ENSG00000278588"
"H2BC10"	8346	"H2bc7"	"MGI:2448383"	"ENSG00000278588"
"H2BC10"	8346	"H2bc8"	"MGI:2448386"	"ENSG00000278588"
"H2BC10"	8346	"H2bc9"	"MGI:2448387"	"ENSG00000278588"
"H2BC11"	8970	"H2bc21"	"MGI:2448415"	"ENSG00000124635"
"H2BC12"	85236	"H2bc12"	"MGI:2448399"	"ENSG00000197903"
"H2BC13"	8340	"H2bc11"	"MGI:2448388"	"ENSG00000185130"
"H2BC13"	8340	"H2bc13"	"MGI:2448403"	"ENSG00000185130"
"H2BC13"	8340	"H2bc14"	"MGI:2448404"	"ENSG00000185130"
"H2BC13"	8340	"H2bc15"	"MGI:2448407"	"ENSG00000185130"
"H2BC13"	8340	"H2bc23"	"MGI:3702051"	"ENSG00000185130"
"H2BC13"	8340	"H2bc24"	"MGI:3710645"	"ENSG00000185130"
"H2BC13"	8340	"H2bc27"	"MGI:1925553"	"ENSG00000185130"
"H2BC13"	8340	"H2bc3"	"MGI:2448377"	"ENSG00000185130"
"H2BC13"	8340	"H2bc4"	"MGI:1915274"	"ENSG00000185130"
"H2BC13"	8340	"H2bc6"	"MGI:2448380"	"ENSG00000185130"
"H2BC13"	8340	"H2bc7"	"MGI:2448383"	"ENSG00000185130"
"H2BC13"	8340	"H2bc8"	"MGI:2448386"	"ENSG00000185130"
"H2BC13"	8340	"H2bc9"	"MGI:2448387"	"ENSG00000185130"
"H2BC14"	8342	"H2bc11"	"MGI:2448388"	"ENSG00000273703"
"H2BC14"	8342	"H2bc13"	"MGI:2448403"	"ENSG00000273703"
"H2BC14"	8342	"H2bc14"	"MGI:2448404"	"ENSG00000273703"
"H2BC14"	8342	"H2bc15"	"MGI:2448407"	"ENSG00000273703"
"H2BC14"	8342	"H2bc23"	"MGI:3702051"	"ENSG00000273703"
"H2BC14"	8342	"H2bc24"	"MGI:3710645"	"ENSG00000273703"
"H2BC14"	8342	"H2bc27"	"MGI:1925553"	"ENSG00000273703"
"H2BC14"	8342	"H2bc3"	"MGI:2448377"	"ENSG00000273703"
"H2BC14"	8342	"H2bc4"	"MGI:1915274"	"ENSG00000273703"
"H2BC14"	8342	"H2bc6"	"MGI:2448380"	"ENSG00000273703"
"H2BC14"	8342	"H2bc7"	"MGI:2448383"	"ENSG00000273703"
"H2BC14"	8342	"H2bc8"	"MGI:2448386"	"ENSG00000273703"
"H2BC14"	8342	"H2bc9"	"MGI:2448387"	"ENSG00000273703"
"H2BC15"	8341	"H2bc11"	"MGI:2448388"	"ENSG00000233822"
"H2BC15"	8341	"H2bc13"	"MGI:2448403"	"ENSG00000233822"
"H2BC15"	8341	"H2bc14"	"MGI:2448404"	"ENSG00000233822"
"H2BC15"	8341	"H2bc15"	"MGI:2448407"	"ENSG00000233822"
"H2BC15"	8341	"H2bc23"	"MGI:3702051"	"ENSG00000233822"
"H2BC15"	8341	"H2bc24"	"MGI:3710645"	"ENSG00000233822"
"H2BC15"	8341	"H2bc27"	"MGI:1925553"	"ENSG00000233822"
"H2BC15"	8341	"H2bc3"	"MGI:2448377"	"ENSG00000233822"
"H2BC15"	8341	"H2bc4"	"MGI:1915274"	"ENSG00000233822"
"H2BC15"	8341	"H2bc6"	"MGI:2448380"	"ENSG00000233822"
"H2BC15"	8341	"H2bc7"	"MGI:2448383"	"ENSG00000233822"
"H2BC15"	8341	"H2bc8"	"MGI:2448386"	"ENSG00000233822"
"H2BC15"	8341	"H2bc9"	"MGI:2448387"	"ENSG00000233822"
"H2BC17"	8348	"H2bc22"	"MGI:2448409"	"ENSG00000274641"
"H2BC18"	440689	"H2bc18"	"MGI:2448413"	"ENSG00000203814"
"H2BC26"	128312	"H2bc26-ps"	"MGI:1922442"	"ENSG00000285449"
"H2BC26"	128312	"H2bc26-ps"	"MGI:1922442"	"ENSG00000196890"
"H2BC27P"	337872	"H2bc11"	"MGI:2448388"	"ENSG00000285234"
"H2BC27P"	337872	"H2bc11"	"MGI:2448388"	"ENSG00000181201"
"H2BC27P"	337872	"H2bc13"	"MGI:2448403"	"ENSG00000285234"
"H2BC27P"	337872	"H2bc13"	"MGI:2448403"	"ENSG00000181201"
"H2BC27P"	337872	"H2bc14"	"MGI:2448404"	"ENSG00000285234"
"H2BC27P"	337872	"H2bc14"	"MGI:2448404"	"ENSG00000181201"
"H2BC27P"	337872	"H2bc15"	"MGI:2448407"	"ENSG00000285234"
"H2BC27P"	337872	"H2bc15"	"MGI:2448407"	"ENSG00000181201"
"H2BC27P"	337872	"H2bc23"	"MGI:3702051"	"ENSG00000285234"
"H2BC27P"	337872	"H2bc23"	"MGI:3702051"	"ENSG00000181201"
"H2BC27P"	337872	"H2bc24"	"MGI:3710645"	"ENSG00000285234"
"H2BC27P"	337872	"H2bc24"	"MGI:3710645"	"ENSG00000181201"
"H2BC27P"	337872	"H2bc27"	"MGI:1925553"	"ENSG00000285234"
"H2BC27P"	337872	"H2bc27"	"MGI:1925553"	"ENSG00000181201"
"H2BC27P"	337872	"H2bc3"	"MGI:2448377"	"ENSG00000285234"
"H2BC27P"	337872	"H2bc3"	"MGI:2448377"	"ENSG00000181201"
"H2BC27P"	337872	"H2bc4"	"MGI:1915274"	"ENSG00000285234"
"H2BC27P"	337872	"H2bc4"	"MGI:1915274"	"ENSG00000181201"
"H2BC27P"	337872	"H2bc6"	"MGI:2448380"	"ENSG00000285234"
"H2BC27P"	337872	"H2bc6"	"MGI:2448380"	"ENSG00000181201"
"H2BC27P"	337872	"H2bc7"	"MGI:2448383"	"ENSG00000285234"
"H2BC27P"	337872	"H2bc7"	"MGI:2448383"	"ENSG00000181201"
"H2BC27P"	337872	"H2bc8"	"MGI:2448386"	"ENSG00000285234"
"H2BC27P"	337872	"H2bc8"	"MGI:2448386"	"ENSG00000181201"
"H2BC27P"	337872	"H2bc9"	"MGI:2448387"	"ENSG00000285234"
"H2BC27P"	337872	"H2bc9"	"MGI:2448387"	"ENSG00000181201"
"H2BC3"	3018	"H2bc11"	"MGI:2448388"	"ENSG00000276410"
"H2BC3"	3018	"H2bc13"	"MGI:2448403"	"ENSG00000276410"
"H2BC3"	3018	"H2bc14"	"MGI:2448404"	"ENSG00000276410"
"H2BC3"	3018	"H2bc15"	"MGI:2448407"	"ENSG00000276410"
"H2BC3"	3018	"H2bc23"	"MGI:3702051"	"ENSG00000276410"
"H2BC3"	3018	"H2bc24"	"MGI:3710645"	"ENSG00000276410"
"H2BC3"	3018	"H2bc27"	"MGI:1925553"	"ENSG00000276410"
"H2BC3"	3018	"H2bc3"	"MGI:2448377"	"ENSG00000276410"
"H2BC3"	3018	"H2bc4"	"MGI:1915274"	"ENSG00000276410"
"H2BC3"	3018	"H2bc6"	"MGI:2448380"	"ENSG00000276410"
"H2BC3"	3018	"H2bc7"	"MGI:2448383"	"ENSG00000276410"
"H2BC3"	3018	"H2bc8"	"MGI:2448386"	"ENSG00000276410"
"H2BC3"	3018	"H2bc9"	"MGI:2448387"	"ENSG00000276410"
"H2BC4"	8347	"H2bc11"	"MGI:2448388"	"ENSG00000180596"
"H2BC4"	8347	"H2bc13"	"MGI:2448403"	"ENSG00000180596"
"H2BC4"	8347	"H2bc14"	"MGI:2448404"	"ENSG00000180596"
"H2BC4"	8347	"H2bc15"	"MGI:2448407"	"ENSG00000180596"
"H2BC4"	8347	"H2bc23"	"MGI:3702051"	"ENSG00000180596"
"H2BC4"	8347	"H2bc24"	"MGI:3710645"	"ENSG00000180596"
"H2BC4"	8347	"H2bc27"	"MGI:1925553"	"ENSG00000180596"
"H2BC4"	8347	"H2bc3"	"MGI:2448377"	"ENSG00000180596"
"H2BC4"	8347	"H2bc4"	"MGI:1915274"	"ENSG00000180596"
"H2BC4"	8347	"H2bc6"	"MGI:2448380"	"ENSG00000180596"
"H2BC4"	8347	"H2bc7"	"MGI:2448383"	"ENSG00000180596"
"H2BC4"	8347	"H2bc8"	"MGI:2448386"	"ENSG00000180596"
"H2BC4"	8347	"H2bc9"	"MGI:2448387"	"ENSG00000180596"
"H2BC5"	3017	"H2bc11"	"MGI:2448388"	"ENSG00000158373"
"H2BC5"	3017	"H2bc13"	"MGI:2448403"	"ENSG00000158373"
"H2BC5"	3017	"H2bc14"	"MGI:2448404"	"ENSG00000158373"
"H2BC5"	3017	"H2bc15"	"MGI:2448407"	"ENSG00000158373"
"H2BC5"	3017	"H2bc23"	"MGI:3702051"	"ENSG00000158373"
"H2BC5"	3017	"H2bc24"	"MGI:3710645"	"ENSG00000158373"
"H2BC5"	3017	"H2bc27"	"MGI:1925553"	"ENSG00000158373"
"H2BC5"	3017	"H2bc3"	"MGI:2448377"	"ENSG00000158373"
"H2BC5"	3017	"H2bc4"	"MGI:1915274"	"ENSG00000158373"
"H2BC5"	3017	"H2bc6"	"MGI:2448380"	"ENSG00000158373"
"H2BC5"	3017	"H2bc7"	"MGI:2448383"	"ENSG00000158373"
"H2BC5"	3017	"H2bc8"	"MGI:2448386"	"ENSG00000158373"
"H2BC5"	3017	"H2bc9"	"MGI:2448387"	"ENSG00000158373"
"H2BC6"	8344	"H2bc11"	"MGI:2448388"	"ENSG00000274290"
"H2BC6"	8344	"H2bc13"	"MGI:2448403"	"ENSG00000274290"
"H2BC6"	8344	"H2bc14"	"MGI:2448404"	"ENSG00000274290"
"H2BC6"	8344	"H2bc15"	"MGI:2448407"	"ENSG00000274290"
"H2BC6"	8344	"H2bc23"	"MGI:3702051"	"ENSG00000274290"
"H2BC6"	8344	"H2bc24"	"MGI:3710645"	"ENSG00000274290"
"H2BC6"	8344	"H2bc27"	"MGI:1925553"	"ENSG00000274290"
"H2BC6"	8344	"H2bc3"	"MGI:2448377"	"ENSG00000274290"
"H2BC6"	8344	"H2bc4"	"MGI:1915274"	"ENSG00000274290"
"H2BC6"	8344	"H2bc6"	"MGI:2448380"	"ENSG00000274290"
"H2BC6"	8344	"H2bc7"	"MGI:2448383"	"ENSG00000274290"
"H2BC6"	8344	"H2bc8"	"MGI:2448386"	"ENSG00000274290"
"H2BC6"	8344	"H2bc9"	"MGI:2448387"	"ENSG00000274290"
"H2BC7"	8343	"H2bc11"	"MGI:2448388"	"ENSG00000277224"
"H2BC7"	8343	"H2bc13"	"MGI:2448403"	"ENSG00000277224"
"H2BC7"	8343	"H2bc14"	"MGI:2448404"	"ENSG00000277224"
"H2BC7"	8343	"H2bc15"	"MGI:2448407"	"ENSG00000277224"
"H2BC7"	8343	"H2bc23"	"MGI:3702051"	"ENSG00000277224"
"H2BC7"	8343	"H2bc24"	"MGI:3710645"	"ENSG00000277224"
"H2BC7"	8343	"H2bc27"	"MGI:1925553"	"ENSG00000277224"
"H2BC7"	8343	"H2bc3"	"MGI:2448377"	"ENSG00000277224"
"H2BC7"	8343	"H2bc4"	"MGI:1915274"	"ENSG00000277224"
"H2BC7"	8343	"H2bc6"	"MGI:2448380"	"ENSG00000277224"
"H2BC7"	8343	"H2bc7"	"MGI:2448383"	"ENSG00000277224"
"H2BC7"	8343	"H2bc8"	"MGI:2448386"	"ENSG00000277224"
"H2BC7"	8343	"H2bc9"	"MGI:2448387"	"ENSG00000277224"
"H2BC8"	8339	"H2bc11"	"MGI:2448388"	"ENSG00000273802"
"H2BC8"	8339	"H2bc13"	"MGI:2448403"	"ENSG00000273802"
"H2BC8"	8339	"H2bc14"	"MGI:2448404"	"ENSG00000273802"
"H2BC8"	8339	"H2bc15"	"MGI:2448407"	"ENSG00000273802"
"H2BC8"	8339	"H2bc23"	"MGI:3702051"	"ENSG00000273802"
"H2BC8"	8339	"H2bc24"	"MGI:3710645"	"ENSG00000273802"
"H2BC8"	8339	"H2bc27"	"MGI:1925553"	"ENSG00000273802"
"H2BC8"	8339	"H2bc3"	"MGI:2448377"	"ENSG00000273802"
"H2BC8"	8339	"H2bc4"	"MGI:1915274"	"ENSG00000273802"
"H2BC8"	8339	"H2bc6"	"MGI:2448380"	"ENSG00000273802"
"H2BC8"	8339	"H2bc7"	"MGI:2448383"	"ENSG00000273802"
"H2BC8"	8339	"H2bc8"	"MGI:2448386"	"ENSG00000273802"
"H2BC8"	8339	"H2bc9"	"MGI:2448387"	"ENSG00000273802"
"H2BC9"	8345	"H2bc11"	"MGI:2448388"	"ENSG00000275713"
"H2BC9"	8345	"H2bc13"	"MGI:2448403"	"ENSG00000275713"
"H2BC9"	8345	"H2bc14"	"MGI:2448404"	"ENSG00000275713"
"H2BC9"	8345	"H2bc15"	"MGI:2448407"	"ENSG00000275713"
"H2BC9"	8345	"H2bc23"	"MGI:3702051"	"ENSG00000275713"
"H2BC9"	8345	"H2bc24"	"MGI:3710645"	"ENSG00000275713"
"H2BC9"	8345	"H2bc27"	"MGI:1925553"	"ENSG00000275713"
"H2BC9"	8345	"H2bc3"	"MGI:2448377"	"ENSG00000275713"
"H2BC9"	8345	"H2bc4"	"MGI:1915274"	"ENSG00000275713"
"H2BC9"	8345	"H2bc6"	"MGI:2448380"	"ENSG00000275713"
"H2BC9"	8345	"H2bc7"	"MGI:2448383"	"ENSG00000275713"
"H2BC9"	8345	"H2bc8"	"MGI:2448386"	"ENSG00000275713"
"H2BC9"	8345	"H2bc9"	"MGI:2448387"	"ENSG00000275713"
"H2BL1P"	115482689	"H2bl1"	"MGI:1916632"	"ENSG00000223497"
"H2BW1"	158983	"H2bw2"	"MGI:1916639"	"ENSG00000123569"
"H2BW2"	286436	"H2bw2"	"MGI:1916639"	"ENSG00000101812"
"H3-3A"	3020	"H3f3a"	"MGI:1097686"	"ENSG00000163041"
"H3-3A"	3020	"H3f3b"	"MGI:1101768"	"ENSG00000163041"
"H3-3B"	3021	"H3f3a"	"MGI:1097686"	"ENSG00000132475"
"H3-3B"	3021	"H3f3b"	"MGI:1101768"	"ENSG00000132475"
"H3-5"	440093	"Gm12657"	"MGI:3651714"	"ENSG00000188375"
"H3C1"	8350	"H3c1"	"MGI:2668828"	"ENSG00000275714"
"H3C1"	8350	"H3c10"	"MGI:2448349"	"ENSG00000275714"
"H3C1"	8350	"H3c11"	"MGI:2448350"	"ENSG00000275714"
"H3C1"	8350	"H3c13"	"MGI:2448351"	"ENSG00000275714"
"H3C1"	8350	"H3c14"	"MGI:2448355"	"ENSG00000275714"
"H3C1"	8350	"H3c15"	"MGI:2448357"	"ENSG00000275714"
"H3C1"	8350	"H3c2"	"MGI:2448319"	"ENSG00000275714"
"H3C1"	8350	"H3c3"	"MGI:2448320"	"ENSG00000275714"
"H3C1"	8350	"H3c4"	"MGI:2448322"	"ENSG00000275714"
"H3C1"	8350	"H3c6"	"MGI:2448326"	"ENSG00000275714"
"H3C1"	8350	"H3c7"	"MGI:2448329"	"ENSG00000275714"
"H3C1"	8350	"H3c8"	"MGI:2145541"	"ENSG00000275714"
"H3C1"	8350	"H3f3c"	"MGI:3650546"	"ENSG00000275714"
"H3C10"	8357	"H3c1"	"MGI:2668828"	"ENSG00000278828"
"H3C10"	8357	"H3c10"	"MGI:2448349"	"ENSG00000278828"
"H3C10"	8357	"H3c11"	"MGI:2448350"	"ENSG00000278828"
"H3C10"	8357	"H3c13"	"MGI:2448351"	"ENSG00000278828"
"H3C10"	8357	"H3c14"	"MGI:2448355"	"ENSG00000278828"
"H3C10"	8357	"H3c15"	"MGI:2448357"	"ENSG00000278828"
